Season,Team,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
1984/1985,Cleveland Cavaliers,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,.338,.045,.526,.478,14.1,32.9,.254,.483,13.7,66.9,.265
1984/1985,Los Angeles Clippers,27.3,31,51,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,.310,.026,.543,.499,16.4,33.8,.235,.495,12.7,66.1,.210
1984/1985,New York Knicks,25.8,24,58,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,.331,.028,.530,.487,15.2,31.7,.240,.499,16.5,63.3,.339
1984/1985,Seattle SuperSonics,26.4,31,51,27,55,-5.44,0.00,-5.44,102.8,108.2,-5.4,99.3,.334,.027,.529,.477,15.9,30.0,.257,.498,14.6,67.3,.238
1984/1985,Indiana Pacers,24.1,22,60,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,.344,.021,.527,.478,16.1,31.7,.255,.499,14.3,70.5,.282
1984/1985,Golden State Warriors,26.1,22,60,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,.335,.053,.522,.470,14.4,34.5,.257,.540,16.1,66.0,.268
1985/1986,Boston Celtics,29.3,67,15,63,19,9.41,-0.36,9.06,111.8,102.6,+9.2,101.2,.307,.054,.564,.518,14.1,31.3,.244,.466,13.0,71.7,.216
1985/1986,Milwaukee Bucks,26.0,57,25,62,20,9.04,-0.35,8.69,111.4,102.7,+8.7,102.1,.369,.052,.552,.501,13.9,33.8,.282,.473,16.6,67.4,.281
1985/1986,Los Angeles Lakers,28.1,62,20,59,23,7.74,-0.91,6.84,113.3,105.8,+7.5,102.7,.317,.056,.575,.532,14.9,33.1,.247,.484,13.5,69.8,.239
1985/1986,Houston Rockets,26.0,51,31,48,34,2.61,-0.51,2.10,110.1,107.6,+2.5,103.5,.317,.040,.536,.496,13.6,35.5,.232,.497,14.8,67.2,.243
1985/1986,Atlanta Hawks,25.3,50,32,47,35,2.37,0.22,2.59,107.9,105.6,+2.3,100.0,.385,.024,.542,.493,15.3,34.9,.282,.481,15.4,66.7,.269
1985/1986,Philadelphia 76ers,28.0,54,28,47,35,2.35,0.11,2.46,108.6,106.3,+2.3,100.5,.398,.032,.546,.490,16.1,37.3,.302,.499,15.6,66.7,.211
1985/1986,Denver Nuggets,28.1,47,35,44,38,1.30,-0.42,0.89,107.1,105.9,+1.2,106.7,.307,.039,.527,.475,13.0,30.9,.245,.495,16.9,64.1,.266
1985/1986,Dallas Mavericks,25.8,44,38,44,38,1.10,-0.40,0.70,112.1,111.0,+1.1,102.2,.364,.061,.562,.510,13.3,30.0,.283,.508,13.0,66.8,.201
1985/1986,Detroit Pistons,26.5,46,36,44,38,1.17,0.27,1.44,109.0,107.9,+1.1,104.2,.297,.023,.534,.488,13.3,33.5,.232,.496,14.9,67.6,.266
1985/1986,Portland Trail Blazers,26.6,40,42,44,38,1.06,-0.45,0.61,109.2,108.2,+1.0,104.5,.384,.038,.554,.501,15.2,32.8,.294,.507,16.4,66.3,.275
1985/1986,Seattle SuperSonics,26.6,31,51,41,41,-0.10,-0.37,-0.47,105.9,106.0,-0.1,97.4,.330,.042,.530,.478,15.1,33.2,.257,.492,15.7,68.7,.282
1985/1986,Utah Jazz,26.3,42,40,40,42,-0.37,-0.30,-0.67,104.2,104.6,-0.4,103.3,.380,.024,.536,.490,15.5,29.8,.272,.477,15.4,67.2,.258
1985/1986,San Antonio Spurs,27.8,35,47,36,46,-1.85,-0.20,-2.06,106.5,108.2,-1.7,103.8,.355,.028,.555,.509,16.5,31.7,.265,.499,15.2,67.6,.260
1985/1986,Washington Bullets,27.1,39,43,36,46,-1.80,0.53,-1.28,103.0,104.8,-1.8,99.1,.320,.057,.518,.471,14.2,29.1,.238,.472,14.2,66.1,.224
1985/1986,New Jersey Nets,27.5,39,43,36,46,-1.99,0.60,-1.39,105.0,106.9,-1.9,103.3,.328,.029,.536,.489,15.9,33.3,.248,.499,15.5,70.6,.282
1985/1986,Cleveland Cavaliers,27.0,29,53,34,48,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,.321,.054,.535,.490,14.6,30.3,.241,.480,13.6,68.5,.292
1985/1986,Phoenix Suns,26.3,32,50,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,.384,.026,.552,.506,17.7,31.3,.279,.495,15.1,68.3,.279
1985/1986,Sacramento Kings,26.6,37,45,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,.324,.019,.541,.492,15.7,32.7,.252,.499,14.4,67.5,.273
1985/1986,Indiana Pacers,25.0,26,56,32,50,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,.305,.020,.525,.483,15.7,31.5,.226,.479,13.7,71.3,.277
1985/1986,Golden State Warriors,26.8,30,52,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,.333,.037,.536,.488,13.9,33.5,.253,.524,14.9,66.7,.241
1985/1986,Chicago Bulls,26.6,30,52,31,51,-3.80,0.69,-3.12,108.6,112.4,-3.8,99.7,.346,.044,.538,.487,14.7,35.1,.266,.509,13.5,67.4,.280
1985/1986,New York Knicks,25.5,23,59,26,56,-5.61,0.79,-4.82,99.5,105.2,-5.7,98.6,.318,.034,.505,.466,15.2,29.5,.218,.484,17.1,65.0,.315
1985/1986,Los Angeles Clippers,27.0,32,50,24,58,-6.93,0.10,-6.83,105.4,112.1,-6.7,102.7,.374,.032,.534,.477,15.3,32.0,.288,.512,14.0,64.0,.225
1986/1987,Los Angeles Lakers,27.8,65,17,62,20,9.30,-0.99,8.32,115.6,106.5,+9.1,101.6,.352,.062,.577,.528,14.0,34.1,.278,.476,13.8,66.3,.230
1986/1987,Atlanta Hawks,26.1,57,25,59,23,7.23,-0.05,7.18,112.6,105.2,+7.4,97.4,.373,.060,.543,.490,13.3,37.2,.283,.460,13.9,67.4,.284
1986/1987,Boston Celtics,29.4,59,23,57,25,6.65,-0.08,6.57,113.5,106.8,+6.7,98.6,.305,.080,.577,.532,14.0,29.0,.247,.471,12.0,67.6,.217
1986/1987,Dallas Mavericks,26.4,55,27,56,26,6.30,-0.77,5.54,114.9,108.7,+6.2,100.5,.369,.089,.558,.503,12.3,33.8,.291,.486,13.5,66.5,.233
1986/1987,Milwaukee Bucks,27.7,50,32,51,31,3.91,0.12,4.04,109.5,105.6,+3.9,100.3,.350,.079,.539,.487,13.0,31.1,.268,.479,16.0,66.1,.307
1986/1987,Detroit Pistons,26.8,52,30,50,32,3.44,0.07,3.51,109.2,105.8,+3.4,101.0,.360,.023,.544,.492,14.5,34.7,.275,.471,13.3,69.9,.267
1986/1987,Portland Trail Blazers,26.9,49,33,49,33,3.13,-0.57,2.57,111.5,108.6,+2.9,105.0,.404,.047,.566,.510,15.3,34.1,.313,.493,14.8,66.6,.265
1986/1987,Houston Rockets,26.1,42,40,44,38,1.00,-0.40,0.60,106.5,105.5,+1.0,99.9,.324,.045,.528,.483,14.3,33.5,.240,.470,14.1,68.0,.261
1986/1987,Chicago Bulls,25.4,40,42,43,39,0.89,0.37,1.26,108.6,107.6,+1.0,95.8,.315,.042,.528,.478,13.4,35.0,.245,.491,13.8,70.0,.251
1986/1987,Utah Jazz,26.9,44,38,42,40,0.40,-0.36,0.04,104.1,103.7,+0.4,103.2,.318,.060,.516,.473,14.1,31.2,.231,.466,15.7,65.2,.269
1986/1987,Seattle SuperSonics,26.1,39,43,42,40,0.46,-0.39,0.08,110.7,110.3,+0.4,101.8,.345,.077,.543,.495,15.0,37.6,.261,.486,13.5,66.0,.296
1986/1987,Philadelphia 76ers,26.6,45,37,40,42,-0.20,0.31,0.11,108.3,108.5,-0.2,97.3,.385,.050,.549,.497,16.1,34.9,.290,.499,14.5,65.7,.215
1986/1987,Indiana Pacers,25.9,41,41,39,43,-0.65,0.47,-0.17,106.0,106.6,-0.6,98.8,.296,.043,.525,.478,13.4,30.5,.232,.487,14.9,68.8,.281
1986/1987,Denver Nuggets,28.2,37,45,39,43,-0.87,-0.28,-1.14,109.3,110.2,-0.9,106.2,.323,.049,.527,.478,11.8,32.2,.248,.503,15.4,67.0,.307
1986/1987,Washington Bullets,25.9,42,40,37,45,-1.37,0.35,-1.02,105.7,107.0,-1.3,100.2,.342,.029,.511,.457,13.3,34.5,.262,.480,14.6,63.4,.222
1986/1987,Phoenix Suns,26.0,36,46,35,47,-2.44,-0.19,-2.63,108.0,110.3,-2.3,102.0,.348,.035,.550,.501,15.3,32.1,.264,.502,14.4,65.7,.265
1986/1987,Golden State Warriors,26.9,42,40,35,47,-2.34,-0.20,-2.54,108.9,111.2,-2.3,101.7,.341,.049,.539,.487,13.7,32.5,.266,.503,14.2,65.3,.272
1986/1987,Sacramento Kings,26.3,29,53,33,49,-3.22,-0.12,-3.34,108.9,112.1,-3.2,101.3,.334,.041,.535,.480,14.2,35.2,.266,.498,12.4,67.8,.257
1986/1987,Cleveland Cavaliers,24.6,31,51,31,51,-3.82,0.63,-3.19,102.6,106.4,-3.8,101.3,.359,.047,.519,.476,16.4,34.4,.250,.484,14.2,65.9,.224
1986/1987,New Jersey Nets,26.2,24,58,28,54,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,.368,.063,.540,.487,16.4,33.2,.282,.488,13.8,68.1,.330
1986/1987,San Antonio Spurs,27.1,28,54,28,54,-5.10,0.01,-5.09,105.9,110.8,-4.9,101.7,.307,.054,.525,.482,14.2,34.3,.228,.514,14.5,68.1,.244
1986/1987,New York Knicks,26.4,24,58,25,57,-6.27,0.85,-5.42,104.8,111.1,-6.3,98.5,.336,.053,.528,.483,15.0,31.2,.246,.497,14.6,61.9,.270
1986/1987,Los Angeles Clippers,26.2,12,70,16,66,-11.43,0.42,-11.00,101.2,112.3,-11.1,102.7,.343,.047,.508,.457,15.0,31.8,.255,.526,15.5,64.3,.258
1987/1988,Boston Celtics,29.8,57,25,56,26,5.94,0.22,6.15,115.4,109.4,+6.0,97.9,.333,.102,.588,.541,14.1,29.8,.267,.489,12.5,68.5,.237
1987/1988,Los Angeles Lakers,28.9,62,20,56,26,5.84,-1.03,4.81,113.1,107.3,+5.8,99.1,.350,.068,.566,.515,13.9,32.3,.276,.484,13.0,67.9,.206
1987/1988,Detroit Pistons,27.5,54,28,54,28,5.17,0.29,5.46,110.5,105.3,+5.2,98.3,.372,.029,.548,.497,14.2,34.2,.282,.475,14.0,68.5,.245
1987/1988,Dallas Mavericks,27.0,53,29,52,30,4.37,-0.77,3.59,112.2,107.7,+4.5,97.0,.349,.073,.540,.485,13.2,37.5,.275,.481,13.0,67.5,.203
1987/1988,Portland Trail Blazers,27.1,53,29,52,30,4.52,-0.94,3.59,111.8,107.4,+4.4,103.6,.362,.051,.550,.499,13.5,34.3,.279,.485,14.5,68.4,.275
1987/1988,Denver Nuggets,28.7,54,28,51,31,4.07,-0.75,3.32,110.1,106.3,+3.8,105.5,.288,.071,.534,.486,11.7,29.7,.231,.498,16.0,67.4,.260
1987/1988,Utah Jazz,27.3,47,35,51,31,3.68,-0.73,2.96,106.8,103.1,+3.7,101.5,.339,.057,.546,.500,15.4,30.4,.254,.459,14.9,66.7,.262
1987/1988,Atlanta Hawks,26.8,50,32,51,31,3.60,0.42,4.02,111.3,107.6,+3.7,96.4,.344,.040,.541,.491,13.0,34.3,.264,.481,14.2,67.3,.280
1987/1988,Chicago Bulls,25.5,50,32,50,32,3.40,0.35,3.76,109.0,105.5,+3.5,95.5,.317,.035,.539,.494,13.6,34.0,.240,.478,13.5,70.6,.240
1987/1988,Seattle SuperSonics,25.6,44,38,46,36,2.06,-0.77,1.29,110.2,108.1,+2.1,100.2,.328,.086,.536,.491,13.9,36.3,.245,.495,15.9,67.2,.330
1987/1988,Houston Rockets,27.7,46,36,45,37,1.39,-0.57,0.82,107.1,105.7,+1.4,101.8,.338,.040,.529,.476,13.9,33.1,.263,.473,14.2,66.7,.243
1987/1988,Cleveland Cavaliers,24.6,42,40,43,39,0.76,0.52,1.28,106.8,106.0,+0.8,97.3,.361,.050,.547,.500,15.5,31.0,.268,.485,15.2,66.4,.227
1987/1988,Milwaukee Bucks,28.6,42,40,42,40,0.54,0.68,1.21,108.2,107.6,+0.6,97.6,.334,.058,.536,.485,13.6,31.8,.259,.483,14.2,66.6,.259
1987/1988,New York Knicks,25.3,38,44,40,42,-0.49,0.63,0.14,105.9,106.4,-0.5,99.1,.319,.078,.525,.477,15.5,36.0,.242,.486,17.0,65.5,.324
1987/1988,Washington Bullets,26.6,38,44,39,43,-0.77,0.61,-0.16,106.5,107.2,-0.7,98.1,.346,.019,.524,.470,14.4,34.2,.267,.487,14.4,65.2,.231
1987/1988,Indiana Pacers,25.7,38,44,39,43,-0.79,0.62,-0.18,106.6,107.4,-0.8,98.0,.277,.068,.535,.492,14.1,30.1,.216,.481,13.5,67.9,.263
1987/1988,Philadelphia 76ers,27.2,36,46,37,45,-1.44,0.65,-0.79,108.8,110.3,-1.5,96.0,.403,.069,.543,.485,15.2,35.4,.308,.506,13.8,67.5,.232
1987/1988,Phoenix Suns,27.5,28,54,30,52,-4.48,-0.33,-4.80,107.0,111.4,-4.4,101.2,.301,.049,.538,.494,14.6,31.5,.230,.507,13.4,68.3,.265
1987/1988,San Antonio Spurs,26.2,31,51,29,53,-4.88,-0.14,-5.02,108.2,112.8,-4.6,104.4,.319,.055,.540,.499,14.1,32.0,.234,.512,14.0,64.4,.242
1987/1988,Sacramento Kings,26.1,24,58,27,55,-5.76,-0.08,-5.84,106.5,112.1,-5.6,100.9,.317,.061,.530,.481,14.8,33.7,.245,.506,12.3,68.1,.237
1987/1988,New Jersey Nets,26.7,19,63,21,61,-8.11,1.13,-6.98,101.4,109.6,-8.2,98.6,.337,.066,.523,.478,16.0,30.4,.245,.506,15.2,68.6,.274
1987/1988,Golden State Warriors,25.4,20,62,21,61,-8.32,-0.06,-8.38,104.7,112.9,-8.2,101.6,.298,.042,.524,.474,14.3,31.2,.237,.511,14.4,65.1,.283
1987/1988,Los Angeles Clippers,26.2,17,65,16,66,-10.32,0.07,-10.24,97.4,107.6,-10.2,100.8,.320,.044,.494,.449,15.7,30.9,.229,.486,14.8,65.4,.244
1988/1989,Cleveland Cavaliers,26.1,57,25,60,22,7.60,0.35,7.95,110.6,102.9,+7.7,98.0,.353,.069,.559,.514,14.2,31.2,.264,.473,15.0,67.1,.185
1988/1989,Phoenix Suns,25.7,55,27,59,23,7.70,-0.86,6.84,113.1,105.7,+7.4,104.5,.344,.064,.560,.509,12.8,30.8,.272,.476,13.5,67.7,.225
1988/1989,Los Angeles Lakers,29.5,57,25,58,24,7.17,-0.79,6.38,113.8,106.7,+7.1,100.1,.351,.093,.570,.518,14.0,33.0,.282,.482,13.0,68.9,.205
1988/1989,Detroit Pistons,28.7,63,19,56,26,5.80,0.44,6.24,110.8,104.7,+6.1,95.5,.346,.058,.551,.502,14.4,34.5,.266,.458,13.2,69.2,.260
1988/1989,Utah Jazz,27.4,51,31,55,27,5.02,-1.01,4.01,106.6,101.5,+5.1,98.0,.416,.058,.550,.491,16.4,32.0,.320,.447,13.9,68.1,.246
1988/1989,Atlanta Hawks,28.5,52,30,54,28,4.91,0.35,5.26,112.2,107.2,+5.0,98.3,.375,.055,.540,.480,13.5,37.1,.300,.482,15.4,64.7,.256
1988/1989,Milwaukee Bucks,28.5,49,33,50,32,3.61,0.50,4.11,110.1,106.4,+3.7,98.6,.332,.079,.544,.487,13.7,32.7,.273,.493,16.1,67.5,.266
1988/1989,New York Knicks,25.3,52,30,50,32,3.77,-0.15,3.62,111.1,107.5,+3.6,104.4,.311,.151,.553,.512,15.4,36.2,.234,.504,16.7,65.1,.249
1988/1989,Seattle SuperSonics,26.3,47,35,48,34,2.90,-0.46,2.44,111.5,108.6,+2.9,100.1,.318,.104,.539,.496,14.1,38.3,.237,.498,16.0,65.3,.271
1988/1989,Denver Nuggets,29.8,44,38,45,37,1.70,-0.78,0.91,108.6,107.1,+1.5,107.5,.284,.083,.528,.482,11.8,29.6,.224,.505,15.6,68.9,.264
1988/1989,Philadelphia 76ers,27.0,46,36,45,37,1.50,0.18,1.68,113.0,111.5,+1.5,98.5,.348,.090,.552,.500,12.8,32.2,.274,.513,13.4,67.2,.215
1988/1989,Chicago Bulls,26.4,47,35,45,37,1.44,0.69,2.13,109.1,107.7,+1.4,97.0,.302,.076,.553,.507,14.4,30.7,.238,.487,13.5,69.5,.239
1988/1989,Portland Trail Blazers,26.9,39,43,45,37,1.46,-0.55,0.92,109.4,108.0,+1.4,103.9,.310,.083,.530,.488,13.9,36.7,.230,.501,15.7,67.4,.264
1988/1989,Boston Celtics,28.5,42,40,44,38,1.16,0.10,1.26,110.8,109.6,+1.2,98.1,.329,.043,.548,.498,14.0,34.7,.258,.493,12.7,70.0,.248
1988/1989,Houston Rockets,26.8,45,37,44,38,0.95,-0.73,0.22,105.7,104.8,+0.9,101.8,.351,.073,.535,.486,15.9,33.3,.265,.481,14.9,69.0,.248
1988/1989,Golden State Warriors,26.0,43,39,40,42,-0.30,-0.29,-0.59,107.4,107.7,-0.3,107.3,.299,.079,.529,.480,14.2,33.4,.239,.479,14.6,64.1,.240
1988/1989,Dallas Mavericks,28.6,38,44,38,44,-1.21,-0.59,-1.79,107.4,108.6,-1.2,95.9,.327,.098,.536,.484,13.5,29.5,.258,.480,12.5,66.1,.215
1988/1989,Washington Bullets,26.2,40,42,35,47,-2.16,0.39,-1.77,106.4,108.5,-2.1,100.8,.305,.032,.516,.467,13.0,33.1,.236,.493,14.2,67.5,.267
1988/1989,Indiana Pacers,25.2,28,54,30,52,-4.17,1.17,-3.00,106.8,111.0,-4.2,99.2,.328,.089,.552,.502,16.3,31.5,.258,.478,12.4,66.0,.275
1988/1989,Sacramento Kings,25.2,27,55,27,55,-5.55,0.20,-5.35,104.5,110.0,-5.5,100.5,.286,.112,.523,.478,14.2,30.5,.220,.496,13.2,67.7,.235
1988/1989,New Jersey Nets,26.8,26,56,25,57,-6.35,0.66,-5.69,103.0,109.3,-6.3,100.1,.313,.079,.517,.474,15.0,32.7,.229,.508,14.4,70.1,.244
1988/1989,San Antonio Spurs,25.6,21,61,23,59,-7.28,-0.17,-7.45,100.9,107.9,-7.0,104.1,.319,.040,.512,.472,16.8,34.5,.223,.500,17.2,63.5,.294
1988/1989,Charlotte Hornets,27.2,20,62,21,61,-8.52,0.79,-7.74,103.7,112.1,-8.4,100.3,.277,.058,.514,.470,13.7,30.3,.213,.508,14.7,64.9,.287
1988/1989,Los Angeles Clippers,24.6,21,61,18,64,-9.91,0.41,-9.50,100.8,110.2,-9.4,104.4,.299,.032,.518,.478,16.5,31.2,.216,.497,14.1,64.0,.237
1988/1989,Miami Heat,25.2,15,67,15,67,-11.23,0.10,-11.13,97.8,109.0,-11.2,99.1,.296,.042,.498,.459,17.7,35.6,.208,.499,16.0,65.0,.292
1989/1990,Los Angeles Lakers,28.9,63,19,58,24,6.78,-0.04,6.74,114.0,107.0,+7.0,96.3,.345,.120,.562,.512,13.2,32.8,.271,.479,12.8,68.5,.219
1989/1990,Phoenix Suns,26.7,54,28,58,24,7.10,-0.01,7.09,113.1,106.2,+6.9,100.7,.380,.076,.565,.509,13.3,31.1,.302,.478,12.8,68.8,.209
1989/1990,Detroit Pistons,29.5,59,23,57,25,6.09,-0.68,5.41,109.9,103.5,+6.4,94.4,.323,.078,.537,.490,13.4,34.2,.245,.461,13.7,70.3,.262
1989/1990,Portland Trail Blazers,26.7,59,23,57,25,6.32,0.16,6.48,110.5,104.4,+6.1,102.3,.362,.075,.535,.486,13.4,36.5,.269,.479,15.2,70.8,.265
1989/1990,Philadelphia 76ers,27.4,53,29,54,28,4.99,-0.75,4.23,113.5,108.4,+5.1,96.5,.357,.077,.556,.502,12.9,32.0,.281,.495,13.3,68.4,.223
1989/1990,Utah Jazz,27.6,55,27,54,28,4.79,0.03,4.82,110.3,105.4,+4.9,96.1,.377,.096,.570,.522,15.5,30.1,.284,.468,13.4,69.5,.268
1989/1990,Boston Celtics,30.2,52,30,51,31,3.99,-0.76,3.23,112.0,107.9,+4.1,98.2,.301,.057,.557,.506,13.4,31.5,.251,.477,10.8,72.1,.223
1989/1990,San Antonio Spurs,26.4,56,26,50,32,3.49,0.09,3.58,107.7,104.2,+3.5,98.5,.362,.032,.537,.488,14.7,34.2,.270,.477,15.0,68.7,.235
1989/1990,Chicago Bulls,26.1,55,27,50,32,3.26,-0.51,2.74,112.3,109.0,+3.3,96.7,.302,.094,.559,.516,13.4,31.9,.235,.508,15.2,68.1,.262
1989/1990,Houston Rockets,27.9,41,41,45,37,1.46,0.24,1.71,104.8,103.4,+1.4,101.2,.313,.068,.531,.491,15.5,33.1,.225,.475,14.7,69.2,.228
1989/1990,New York Knicks,26.5,45,37,45,37,1.41,-0.63,0.78,109.4,108.0,+1.4,98.2,.331,.100,.547,.501,14.8,34.2,.250,.482,13.3,66.0,.215
1989/1990,Denver Nuggets,29.5,43,39,45,37,1.41,0.15,1.56,108.0,106.7,+1.3,105.4,.275,.084,.523,.478,11.2,29.1,.217,.501,15.2,71.3,.264
1989/1990,Seattle SuperSonics,25.6,41,41,44,38,1.04,0.36,1.40,110.9,109.8,+1.1,95.3,.299,.090,.535,.494,14.0,37.5,.222,.499,14.3,69.1,.297
1989/1990,Atlanta Hawks,28.6,41,41,44,38,1.02,-0.39,0.64,113.0,111.9,+1.1,95.8,.362,.059,.547,.496,13.5,36.3,.277,.509,14.0,65.5,.254
1989/1990,Indiana Pacers,26.4,42,40,41,41,0.16,-0.34,-0.18,111.5,111.4,+0.1,97.0,.343,.113,.572,.518,14.6,29.0,.280,.494,12.6,67.1,.250
1989/1990,Dallas Mavericks,29.2,47,35,41,41,0.07,0.35,0.42,107.2,107.2,0.0,94.5,.331,.071,.536,.487,13.6,30.3,.254,.481,13.4,67.9,.232
1989/1990,Cleveland Cavaliers,26.1,42,40,40,42,-0.30,-0.31,-0.62,106.9,107.2,-0.3,95.0,.315,.122,.529,.485,13.5,31.5,.235,.490,14.0,67.7,.202
1989/1990,Milwaukee Bucks,28.1,44,38,39,43,-0.78,-0.28,-1.06,107.3,108.1,-0.8,98.0,.318,.094,.533,.488,13.9,31.5,.241,.492,15.8,66.0,.290
1989/1990,Washington Bullets,27.5,31,51,35,47,-2.16,-0.27,-2.43,107.5,109.7,-2.2,99.4,.276,.026,.519,.477,12.4,32.4,.211,.484,12.4,67.2,.249
1989/1990,Golden State Warriors,26.0,37,45,33,49,-3.13,0.59,-2.55,109.6,112.6,-3.0,105.9,.397,.104,.563,.501,14.3,26.1,.321,.494,13.6,61.5,.253
1989/1990,Los Angeles Clippers,24.5,30,52,32,50,-3.39,0.59,-2.80,104.0,107.4,-3.4,99.2,.359,.034,.536,.488,16.3,30.9,.265,.489,14.3,67.3,.241
1989/1990,Minnesota Timberwolves,26.2,22,60,29,53,-4.23,0.63,-3.60,103.6,108.2,-4.6,91.1,.311,.043,.499,.451,13.3,34.0,.232,.492,15.5,66.2,.291
1989/1990,Sacramento Kings,26.4,23,59,28,54,-5.06,0.65,-4.41,104.8,110.0,-5.2,96.7,.278,.092,.527,.484,13.5,27.3,.215,.484,12.5,67.3,.255
1989/1990,New Jersey Nets,26.6,17,65,21,61,-7.87,0.05,-7.82,100.7,108.6,-7.9,99.3,.317,.068,.486,.435,13.9,34.5,.237,.495,14.9,67.0,.272
1989/1990,Charlotte Hornets,25.6,19,63,21,61,-7.82,0.81,-7.00,102.0,109.9,-7.9,98.1,.274,.085,.511,.470,13.2,26.1,.207,.506,14.7,67.5,.269
1989/1990,Orlando Magic,26.5,18,64,21,61,-8.91,0.19,-8.73,105.8,114.3,-8.5,104.1,.362,.052,.521,.467,13.9,33.7,.274,.511,12.1,67.8,.245
1989/1990,Miami Heat,24.7,18,64,18,64,-9.72,0.13,-9.59,99.3,108.9,-9.6,101.0,.276,.041,.501,.467,15.9,33.5,.190,.499,15.2,67.3,.292
1990/1991,Chicago Bulls,26.9,61,21,63,19,9.10,-0.53,8.57,114.6,105.2,+9.4,95.6,.296,.060,.560,.521,12.8,34.7,.225,.488,15.3,68.8,.226
1990/1991,Portland Trail Blazers,27.9,63,19,62,20,8.68,-0.21,8.47,112.8,104.3,+8.5,100.5,.344,.123,.554,.509,13.4,33.8,.259,.473,14.4,70.4,.250
1990/1991,Los Angeles Lakers,28.4,58,24,59,23,6.74,-0.01,6.73,112.1,105.0,+7.1,94.1,.327,.108,.551,.500,13.2,33.0,.261,.474,12.8,68.3,.176
1990/1991,Phoenix Suns,26.9,55,27,57,25,6.55,-0.06,6.49,112.6,106.1,+6.5,101.0,.372,.060,.558,.506,13.5,33.0,.287,.474,13.1,68.5,.227
1990/1991,Boston Celtics,28.2,56,26,56,26,5.82,-0.60,5.22,112.6,106.7,+5.9,98.5,.277,.048,.565,.520,14.0,33.0,.228,.465,11.7,69.3,.217
1990/1991,San Antonio Spurs,26.0,55,27,53,29,4.51,-0.21,4.30,107.8,103.3,+4.5,98.6,.352,.043,.544,.494,15.2,33.3,.269,.463,13.2,70.3,.228
1990/1991,Detroit Pistons,30.5,50,32,50,32,3.27,-0.19,3.08,108.2,104.6,+3.6,91.9,.322,.064,.523,.474,13.1,34.7,.245,.464,12.8,71.0,.248
1990/1991,Utah Jazz,28.7,54,28,50,32,3.33,-0.15,3.18,108.6,105.1,+3.5,95.3,.378,.070,.559,.503,14.6,27.6,.298,.473,13.7,69.2,.230
1990/1991,Houston Rockets,27.3,52,30,50,32,3.50,-0.23,3.27,107.4,103.9,+3.5,98.5,.302,.136,.530,.489,14.5,34.4,.224,.469,14.7,66.9,.220
1990/1991,Milwaukee Bucks,29.3,48,34,48,34,2.48,-0.15,2.33,109.7,107.2,+2.5,96.1,.323,.108,.550,.499,14.3,31.8,.258,.500,16.4,66.1,.259
1990/1991,Golden State Warriors,26.5,44,38,45,37,1.63,0.09,1.72,111.9,110.3,+1.6,103.6,.376,.109,.559,.504,13.7,31.0,.294,.497,15.2,64.1,.289
1990/1991,Seattle SuperSonics,26.2,41,41,44,38,1.23,0.08,1.31,109.7,108.5,+1.2,96.2,.301,.060,.542,.501,14.8,36.3,.226,.503,16.0,66.3,.277
1990/1991,Atlanta Hawks,29.0,43,39,43,39,0.77,-0.05,0.72,110.9,110.1,+0.8,98.6,.352,.116,.540,.482,12.9,33.1,.282,.509,13.7,69.1,.220
1990/1991,New York Knicks,28.1,39,43,40,42,-0.23,-0.20,-0.43,107.1,107.3,-0.2,95.0,.315,.082,.544,.498,15.1,31.1,.242,.489,13.4,68.5,.205
1990/1991,Philadelphia 76ers,28.4,44,38,41,41,-0.18,-0.21,-0.39,107.9,108.1,-0.2,95.7,.342,.089,.542,.489,13.4,28.1,.270,.489,12.5,68.3,.187
1990/1991,Indiana Pacers,26.4,41,41,40,42,-0.39,0.02,-0.37,111.7,112.1,-0.4,99.4,.354,.107,.566,.511,14.4,30.6,.287,.503,13.1,66.4,.254
1990/1991,Cleveland Cavaliers,26.8,33,49,34,48,-2.46,0.14,-2.33,106.1,108.7,-2.6,95.1,.317,.070,.534,.487,14.1,29.7,.243,.497,13.3,68.0,.206
1990/1991,Los Angeles Clippers,25.1,31,51,32,50,-3.45,0.29,-3.16,103.0,106.5,-3.5,99.9,.311,.059,.511,.471,14.7,33.3,.218,.481,13.7,69.2,.266
